student_id,student_name,email,phone,dropout_threshold,dropout_probability,dropout_status
9303438,Victoria Nguyen,victoria.nguyen@gmail.com,731-314-9017,0.5,0.9809987731092359,Dropout
9301999,Timothy Mclean,timothy.mclean@gmail.com,716-731-0270,0.5,0.9806796598757205,Dropout
9304058,Kristina Peterson,kristina.peterson@gmail.com,279-498-0763,0.5,0.9802900895101462,Dropout
9301566,Vanessa Brown,vanessa.brown@gmail.com,214-095-8417,0.5,0.9788041031572142,Dropout
9302447,Jon Waters,jon.waters@gmail.com,966-684-5751,0.5,0.9775977027827937,Dropout
9302260,Susan Lutz,susan.lutz@gmail.com,415-592-0602,0.5,0.9773785506905242,Dropout
9301159,William Williams,william.williams@gmail.com,411-688-1558,0.5,0.9769967061707997,Dropout
9302780,Larry Carrillo,larry.carrillo@gmail.com,417-796-9526,0.5,0.9768969687227181,Dropout
9301222,Karen Browning,karen.browning@gmail.com,769-124-5810,0.5,0.9767434756884402,Dropout
9301608,Brent James,brent.james@gmail.com,587-133-8069,0.5,0.9765001686468289,Dropout
9303584,John Griffin,john.griffin@gmail.com,426-988-3066,0.5,0.9762344717220243,Dropout
9303792,Linda Gaines,linda.gaines@gmail.com,820-893-4562,0.5,0.9762270357555236,Dropout
9303422,Emily Clark,emily.clark@gmail.com,241-216-8659,0.5,0.976114379374575,Dropout
9302236,Donald Jimenez,donald.jimenez@gmail.com,290-026-4523,0.5,0.9760081282853779,Dropout
9303248,Alicia Pearson,alicia.pearson@gmail.com,888-926-3735,0.5,0.9731553201625186,Dropout
9303787,Donald Miller,donald.miller@gmail.com,186-092-5260,0.5,0.972682116534175,Dropout
9303918,Linda Johnson,linda.johnson@gmail.com,695-900-4678,0.5,0.9675251321708638,Dropout
9302136,Joseph Dixon,joseph.dixon@gmail.com,911-573-4608,0.5,0.9638069299243416,Dropout
9300663,Crystal Oliver,crystal.oliver@gmail.com,622-396-8351,0.5,0.9636343207379939,Dropout
9300196,Jennifer Crawford,jennifer.crawford@gmail.com,380-281-8424,0.5,0.9588122476077835,Dropout
9303281,Sandy Richards,sandy.richards@gmail.com,172-106-0331,0.5,0.9576192539955821,Dropout
9300702,Laurie Nielsen,laurie.nielsen@gmail.com,979-097-1612,0.5,0.9544708959585435,Dropout
9301639,Douglas Young,douglas.young@gmail.com,750-102-6502,0.5,0.9544667190924169,Dropout
9302258,Kathleen Freeman,kathleen.freeman@gmail.com,310-984-9711,0.5,0.9531371582971379,Dropout
9301712,Christopher Ferguson,christopher.ferguson@gmail.com,189-561-8625,0.5,0.9529016004240284,Dropout
9301637,Corey Meyer,corey.meyer@gmail.com,421-974-7078,0.5,0.9496082366141654,Dropout
9302566,Joyce Cole,joyce.cole@gmail.com,837-626-0737,0.5,0.9440978591037091,Dropout
9301321,Stephanie Coleman,stephanie.coleman@gmail.com,619-429-3500,0.5,0.9409730045730628,Dropout
9304284,Collin Thomas,collin.thomas@gmail.com,667-270-5795,0.5,0.9332871736673084,Dropout
9300681,Joseph Wilson,joseph.wilson@gmail.com,386-339-1774,0.5,0.9247079665181379,Dropout
9303563,Daniel Sanchez,daniel.sanchez@gmail.com,484-704-9874,0.5,0.9223480718809807,Dropout
9304290,David Johnston,david.johnston@gmail.com,575-333-0439,0.5,0.9213470146525075,Dropout
9300856,Tracy Choi,tracy.choi@gmail.com,770-852-2761,0.5,0.9204108375442106,Dropout
9302828,Rebecca Griffith,rebecca.griffith@gmail.com,188-727-4488,0.5,0.9118129749974125,Dropout
9300615,Kelly Mclean,kelly.mclean@gmail.com,115-324-3941,0.5,0.9088651766623667,Dropout
9302249,Michael Lawson,michael.lawson@gmail.com,965-212-9657,0.5,0.9078417264525664,Dropout
9302754,Eric Barry,eric.barry@gmail.com,188-946-7407,0.5,0.906739846864525,Dropout
9300964,Deborah Bennett,deborah.bennett@gmail.com,991-750-0171,0.5,0.9055689514256111,Dropout
9301547,Donna Palmer,donna.palmer@gmail.com,523-836-4169,0.5,0.9046548304886685,Dropout
9302827,Nicole Wiley,nicole.wiley@gmail.com,563-175-7111,0.5,0.9015616072359354,Dropout
9300624,Cory Gray,cory.gray@gmail.com,777-127-2016,0.5,0.8995108767191444,Dropout
9304138,Sierra Hernandez,sierra.hernandez@gmail.com,629-695-0860,0.5,0.8883829073955285,Dropout
9302726,Michael Jackson,michael.jackson@gmail.com,546-976-0247,0.5,0.8832896207078585,Dropout
9300738,Samantha Rivera,samantha.rivera@gmail.com,687-824-9259,0.5,0.8823357361265337,Dropout
9300904,Cory Larsen,cory.larsen@gmail.com,510-395-1725,0.5,0.8811121029427477,Dropout
9300537,Heidi Castaneda,heidi.castaneda@gmail.com,447-347-8512,0.5,0.8799804112291681,Dropout
9303010,Karen Smith,karen.smith@gmail.com,921-386-2652,0.5,0.8724961892559536,Dropout
9302512,Brian Shaffer,brian.shaffer@gmail.com,334-067-6733,0.5,0.8619269193971224,Dropout
9304210,Ellen Lozano,ellen.lozano@gmail.com,267-170-1582,0.5,0.8612064140265061,Dropout
9304340,Michael Estrada,michael.estrada@gmail.com,396-082-0023,0.5,0.8602772326409963,Dropout
9301615,Mikayla Hansen,mikayla.hansen@gmail.com,769-360-8219,0.5,0.8591122788436556,Dropout
9304030,Mark Meyer,mark.meyer@gmail.com,968-154-3046,0.5,0.8581215486599882,Dropout
9304180,Cathy Weeks,cathy.weeks@gmail.com,383-194-7046,0.5,0.857006736078173,Dropout
9300322,Michael Powers,michael.powers@gmail.com,795-647-4319,0.5,0.853356578964085,Dropout
9302959,Wendy Cox,wendy.cox@gmail.com,156-453-1152,0.5,0.8518701081791054,Dropout
9301373,James Franco,james.franco@gmail.com,471-669-6926,0.5,0.8502211615751816,Dropout
9303498,Jonathan Jackson,jonathan.jackson@gmail.com,137-967-1769,0.5,0.8496491223820166,Dropout
9303497,Kathleen Gray,kathleen.gray@gmail.com,933-427-2846,0.5,0.8456690838339609,Dropout
9303046,Tina Smith,tina.smith@gmail.com,963-990-5070,0.5,0.8435059144900375,Dropout
9300701,William Powers,william.powers@gmail.com,870-394-4690,0.5,0.8429031262949015,Dropout
9300452,Katherine Sandoval,katherine.sandoval@gmail.com,824-491-0687,0.5,0.8328412570308021,Dropout
9301642,Daniel Cruz,daniel.cruz@gmail.com,927-762-5447,0.5,0.8322337745466104,Dropout
9303575,Jeffrey Guerrero,jeffrey.guerrero@gmail.com,291-033-5314,0.5,0.831776192091616,Dropout
9302345,Terri Short,terri.short@gmail.com,854-338-7501,0.5,0.8311715555922455,Dropout
9304174,Nicholas Jackson,nicholas.jackson@gmail.com,950-328-9723,0.5,0.8304881178342506,Dropout
9300491,Jeffery Fisher,jeffery.fisher@gmail.com,903-294-1689,0.5,0.8292595913042667,Dropout
9303546,Christopher Griffith,christopher.griffith@gmail.com,631-781-8949,0.5,0.8286503063259933,Dropout
9301360,Nicole Leblanc,nicole.leblanc@gmail.com,287-216-9544,0.5,0.8235293979234473,Dropout
9302840,Robert Diaz,robert.diaz@gmail.com,510-222-2367,0.5,0.8224018631202049,Dropout
9302950,Jorge Daniels,jorge.daniels@gmail.com,717-170-9786,0.5,0.822370950823817,Dropout
9300314,Joseph Jacobson,joseph.jacobson@gmail.com,120-026-7949,0.5,0.8215711194283905,Dropout
9302832,Erik Soto,erik.soto@gmail.com,740-031-9589,0.5,0.8213302109951548,Dropout
9302439,Stacey Figueroa,stacey.figueroa@gmail.com,514-381-5068,0.5,0.8205401328308408,Dropout
9303612,Sandra Melton,sandra.melton@gmail.com,516-631-6174,0.5,0.8178025613625174,Dropout
9302358,Robin Harvey,robin.harvey@gmail.com,916-601-4816,0.5,0.8169246619344573,Dropout
9302603,Savannah York,savannah.york@gmail.com,750-013-7204,0.5,0.8165893625321485,Dropout
9303522,Donald Richardson,donald.richardson@gmail.com,227-944-6724,0.5,0.8127619647290838,Dropout
9301751,Lindsay Dean,lindsay.dean@gmail.com,235-041-7866,0.5,0.8116447737015116,Dropout
9300941,Douglas Peck,douglas.peck@gmail.com,392-685-8810,0.5,0.8068520965017361,Dropout
9301897,Mark Ramirez,mark.ramirez@gmail.com,125-738-0255,0.5,0.8048881087311082,Dropout
9302492,Michael Cain,michael.cain@gmail.com,883-072-5563,0.5,0.8048460422252288,Dropout
9303030,Jaclyn Frye,jaclyn.frye@gmail.com,117-145-9279,0.5,0.8035348863108235,Dropout
9304059,Jessica Hamilton,jessica.hamilton@gmail.com,964-349-3761,0.5,0.8034944937994558,Dropout
9303209,Joseph Ramos,joseph.ramos@gmail.com,482-227-8582,0.5,0.8025729184351378,Dropout
9302545,Todd Maddox,todd.maddox@gmail.com,803-767-6794,0.5,0.8016395321449038,Dropout
9304349,Travis Sparks,travis.sparks@gmail.com,441-300-7816,0.5,0.8003454327677408,Dropout
9304417,Steven Williams,steven.williams@gmail.com,983-148-0900,0.5,0.7986153886568403,Dropout
9300680,Gary Davis,gary.davis@gmail.com,175-359-8030,0.5,0.7981209979517958,Dropout
9300112,Kevin Gibson,kevin.gibson@gmail.com,104-683-6389,0.5,0.7960732997013864,Dropout
9302078,Wendy Ruiz,wendy.ruiz@gmail.com,438-977-4473,0.5,0.7947000515487748,Dropout
9304066,Colleen Singh,colleen.singh@gmail.com,427-627-6623,0.5,0.7940299711073556,Dropout
9303822,Lisa Hanson,lisa.hanson@gmail.com,737-102-9547,0.5,0.7934437197966594,Dropout
9302952,Rebecca Francis,rebecca.francis@gmail.com,995-773-8128,0.5,0.7899517971763204,Dropout
9304244,Mary Jones,mary.jones@gmail.com,896-781-1605,0.5,0.7895316125557061,Dropout
9301012,Matthew Reyes,matthew.reyes@gmail.com,669-255-0135,0.5,0.7882734757994128,Dropout
9304226,Oscar Griffin,oscar.griffin@gmail.com,846-719-2962,0.5,0.7832778259750461,Dropout
9302142,Matthew Shields,matthew.shields@gmail.com,410-263-9543,0.5,0.7819347893004865,Dropout
9303729,Michael Larson,michael.larson@gmail.com,890-358-0229,0.5,0.7785745483521207,Dropout
9302866,Thomas Hudson,thomas.hudson@gmail.com,221-458-5851,0.5,0.776484991010831,Dropout
9302602,Andrew Weiss,andrew.weiss@gmail.com,991-043-0067,0.5,0.7738341591644853,Dropout
9303818,Jason Buchanan,jason.buchanan@gmail.com,997-169-4529,0.5,0.7731613423101155,Dropout
9302216,Sherry Rivera,sherry.rivera@gmail.com,910-099-2878,0.5,0.7712369944040962,Dropout
9304343,Chad Oliver,chad.oliver@gmail.com,364-900-9290,0.5,0.7710903725743731,Dropout
9303335,Theresa Lewis,theresa.lewis@gmail.com,176-141-4362,0.5,0.7708860452079357,Dropout
9303390,Carlos Campbell,carlos.campbell@gmail.com,490-135-3008,0.5,0.7698107400617937,Dropout
9302622,Christina Miller,christina.miller@gmail.com,572-201-7842,0.5,0.768502812750794,Dropout
9300311,Martin Pearson,martin.pearson@gmail.com,808-713-4078,0.5,0.7669100947451706,Dropout
9304381,Maria Sparks,maria.sparks@gmail.com,378-263-5214,0.5,0.7612256691272884,Dropout
9302006,Kevin Daniels,kevin.daniels@gmail.com,652-847-2775,0.5,0.7608513449199272,Dropout
9304073,Casey Gonzales,casey.gonzales@gmail.com,832-965-2336,0.5,0.7599687635731754,Dropout
9302718,Sheila Shannon,sheila.shannon@gmail.com,567-874-6119,0.5,0.759751573184538,Dropout
9303352,Mary Martin,mary.martin@gmail.com,787-115-0655,0.5,0.7569774849996369,Dropout
9303986,Adam Brown,adam.brown@gmail.com,740-501-4244,0.5,0.7480069522031974,Dropout
9301237,Mary White,mary.white@gmail.com,516-155-0845,0.5,0.7476798682767153,Dropout
9301602,Sarah Foster,sarah.foster@gmail.com,679-606-4367,0.5,0.7476629286874289,Dropout
9302639,Colleen Anderson,colleen.anderson@gmail.com,487-660-4604,0.5,0.7471830934836574,Dropout
9300554,Heather Garner,heather.garner@gmail.com,260-183-6661,0.5,0.7463602674915067,Dropout
9303458,Andrew Lopez,andrew.lopez@gmail.com,558-750-9407,0.5,0.7460340647987083,Dropout
9304004,Cynthia Baker,cynthia.baker@gmail.com,282-929-1994,0.5,0.7453904667626321,Dropout
9301613,Zachary West,zachary.west@gmail.com,921-992-3813,0.5,0.7451812546278284,Dropout
9303250,John Diaz,john.diaz@gmail.com,515-836-0639,0.5,0.7416130311958631,Dropout
9303761,Joel Morgan,joel.morgan@gmail.com,705-806-4086,0.5,0.7386762608214821,Dropout
9303803,Jennifer Pineda,jennifer.pineda@gmail.com,817-493-3267,0.5,0.7386346697600723,Dropout
9303400,Kathy Aguilar,kathy.aguilar@gmail.com,750-171-8190,0.5,0.7382600388984097,Dropout
9302542,Shannon Patterson,shannon.patterson@gmail.com,864-829-7870,0.5,0.7355794709308783,Dropout
9302380,Brenda Dyer,brenda.dyer@gmail.com,967-148-4323,0.5,0.7281516566197522,Dropout
9300757,Daniel Carter,daniel.carter@gmail.com,789-893-7199,0.5,0.7254127261045584,Dropout
9300685,Crystal Caldwell,crystal.caldwell@gmail.com,905-633-4106,0.5,0.7205660777617742,Dropout
9301606,Joy Johnson,joy.johnson@gmail.com,406-834-9338,0.5,0.7171175968564925,Dropout
9301638,Gary Erickson,gary.erickson@gmail.com,875-627-4236,0.5,0.7165434497928445,Dropout
9301220,Christina Escobar,christina.escobar@gmail.com,538-709-6207,0.5,0.7152537313126602,Dropout
9303347,Jenna Smith,jenna.smith@gmail.com,116-443-1984,0.5,0.7134893759189602,Dropout
9303224,Amanda Romero,amanda.romero@gmail.com,512-255-2957,0.5,0.7109253873964534,Dropout
9303964,Heather Bowen,heather.bowen@gmail.com,779-258-8393,0.5,0.7107752379353689,Dropout
9302491,Jesse Baker,jesse.baker@gmail.com,438-737-8675,0.5,0.7104240995101324,Dropout
9301020,Betty Morales,betty.morales@gmail.com,696-453-0632,0.5,0.7103847293152651,Dropout
9301610,Lisa Adams,lisa.adams@gmail.com,152-015-6040,0.5,0.7049631590105251,Dropout
9302248,Richard Nunez,richard.nunez@gmail.com,997-669-9994,0.5,0.7043427207552833,Dropout
9301733,Rebecca Young,rebecca.young@gmail.com,578-537-5594,0.5,0.7040941350896448,Dropout
9304115,Albert Diaz,albert.diaz@gmail.com,839-410-0340,0.5,0.7038081109373292,Dropout
9302772,Kayla Zimmerman,kayla.zimmerman@gmail.com,828-918-8150,0.5,0.7024770194954132,Dropout
9303255,Kenneth Baker,kenneth.baker@gmail.com,675-099-7618,0.5,0.7017712875598402,Dropout
9303225,Heather Henry,heather.henry@gmail.com,360-550-1484,0.5,0.6982368484152659,Dropout
9302916,Justin Stark,justin.stark@gmail.com,364-489-4488,0.5,0.6981916108150855,Dropout
9300272,Teresa Bell,teresa.bell@gmail.com,201-112-9781,0.5,0.6976824160517722,Dropout
9303631,Jill Butler,jill.butler@gmail.com,692-349-7566,0.5,0.6962602643044684,Dropout
9302806,Barbara Taylor,barbara.taylor@gmail.com,145-992-1562,0.5,0.6955663409068437,Dropout
9300404,Laura Johnson,laura.johnson@gmail.com,474-891-8327,0.5,0.6950542791947636,Dropout
9303404,Gregory Matthews,gregory.matthews@gmail.com,112-337-2416,0.5,0.6921943684585283,Dropout
9304268,Tracy Sanders,tracy.sanders@gmail.com,648-578-3522,0.5,0.6911502626349812,Dropout
9302594,Kelsey Johnson,kelsey.johnson@gmail.com,605-777-9614,0.5,0.6884557010041366,Dropout
9300720,Amy Campbell,amy.campbell@gmail.com,742-151-4362,0.5,0.6880913222975411,Dropout
9302762,James Williams,james.williams@gmail.com,968-913-8196,0.5,0.6869659554588599,Dropout
9302731,Wendy Baldwin,wendy.baldwin@gmail.com,216-679-2260,0.5,0.6846187801541449,Dropout
9303920,Anthony White,anthony.white@gmail.com,444-424-3837,0.5,0.6832498671634414,Dropout
9302563,Chase Baker,chase.baker@gmail.com,276-858-0017,0.5,0.6808992451347179,Dropout
9303218,Patricia Walker,patricia.walker@gmail.com,258-539-8744,0.5,0.6802415303156187,Dropout
9303903,Whitney Padilla,whitney.padilla@gmail.com,378-995-1085,0.5,0.6793671029112565,Dropout
9302638,Curtis Keller,curtis.keller@gmail.com,674-632-4762,0.5,0.6783843844907216,Dropout
9300740,Jennifer Ray,jennifer.ray@gmail.com,765-714-5101,0.5,0.6765903931966701,Dropout
9302933,Samuel Higgins,samuel.higgins@gmail.com,878-858-1751,0.5,0.676298767197563,Dropout
9304101,Angela Norman,angela.norman@gmail.com,430-060-1403,0.5,0.6754343507488965,Dropout
9301086,Jennifer Shaw,jennifer.shaw@gmail.com,953-438-6504,0.5,0.6743699783265974,Dropout
9303397,Michael Thomas,michael.thomas@gmail.com,883-839-4717,0.5,0.6738989891369805,Dropout
9300229,Jeremy Garrison,jeremy.garrison@gmail.com,461-706-7897,0.5,0.671004842907044,Dropout
9303691,Mark Hill,mark.hill@gmail.com,800-636-4434,0.5,0.6697787228030214,Dropout
9303542,Hannah Holden,hannah.holden@gmail.com,995-949-5317,0.5,0.6696414290753175,Dropout
9301645,William Moore,william.moore@gmail.com,684-644-7167,0.5,0.6671033139408833,Dropout
9303807,Robert Cardenas,robert.cardenas@gmail.com,764-498-5445,0.5,0.6668430420274755,Dropout
9300092,Anita Meyer,anita.meyer@gmail.com,765-552-3581,0.5,0.6655227691626483,Dropout
9300216,Alexis Marquez,alexis.marquez@gmail.com,290-755-6722,0.5,0.661984652752282,Dropout
9302558,Rose Sanchez,rose.sanchez@gmail.com,872-118-6966,0.5,0.6619816229430737,Dropout
9303098,Kimberly Harrell,kimberly.harrell@gmail.com,942-654-4325,0.5,0.6587535865466295,Dropout
9300137,Shannon Nichols,shannon.nichols@gmail.com,463-109-4159,0.5,0.6586410373936858,Dropout
9304026,Hannah Morales,hannah.morales@gmail.com,159-384-7645,0.5,0.6583212633033596,Dropout
9300410,Stephanie Morris,stephanie.morris@gmail.com,751-620-2455,0.5,0.6578562396785557,Dropout
9303052,Cynthia Hall,cynthia.hall@gmail.com,643-188-4779,0.5,0.6574689655098946,Dropout
9303420,Daniel Roberts,daniel.roberts@gmail.com,181-699-1856,0.5,0.6537441851542536,Dropout
9304331,Christopher Knight,christopher.knight@gmail.com,754-012-9782,0.5,0.652853588228437,Dropout
9301983,Janet Gilbert,janet.gilbert@gmail.com,481-861-6775,0.5,0.6525945173622757,Dropout
9300521,Dana Lee,dana.lee@gmail.com,633-348-3307,0.5,0.6522604308027727,Dropout
9304245,Matthew Lara,matthew.lara@gmail.com,662-629-5882,0.5,0.6515771266470781,Dropout
9303852,Karen Wood,karen.wood@gmail.com,810-334-2353,0.5,0.6515355026826151,Dropout
9302598,Robert Juarez,robert.juarez@gmail.com,255-984-9469,0.5,0.6515347025304735,Dropout
9304380,Rhonda Williamson,rhonda.williamson@gmail.com,721-472-7320,0.5,0.6482521747208093,Dropout
9304249,Chelsea Sheppard,chelsea.sheppard@gmail.com,105-001-8335,0.5,0.6474068392603393,Dropout
9301971,Judith Martin,judith.martin@gmail.com,850-834-1392,0.5,0.6447812172353635,Dropout
9302664,Amber Terry,amber.terry@gmail.com,193-007-4193,0.5,0.6443551910472639,Dropout
9303619,Heather Lee,heather.lee@gmail.com,515-944-0301,0.5,0.643057943440081,Dropout
9301303,Jason Davidson,jason.davidson@gmail.com,391-207-8893,0.5,0.6421631614470014,Dropout
9303323,John Martinez,john.martinez@gmail.com,855-510-7609,0.5,0.6414303337562329,Dropout
9303005,Kayla Cooley,kayla.cooley@gmail.com,864-929-1974,0.5,0.6379237377978632,Dropout
9301684,Mary Flores,mary.flores@gmail.com,180-448-0204,0.5,0.637488370884539,Dropout
9303571,Mark Obrien,mark.obrien@gmail.com,432-264-9052,0.5,0.6370546183166303,Dropout
9303782,Alexis Smith,alexis.smith@gmail.com,164-081-1508,0.5,0.6324529608476249,Dropout
9302749,Melanie Lindsey,melanie.lindsey@gmail.com,364-206-5046,0.5,0.6290291538983568,Dropout
9303669,Timothy Spencer,timothy.spencer@gmail.com,652-963-6789,0.5,0.6289342097128635,Dropout
9302948,David Hicks,david.hicks@gmail.com,577-391-1398,0.5,0.6242926950657487,Dropout
9301822,Joshua Lane,joshua.lane@gmail.com,331-639-7446,0.5,0.6241032550306638,Dropout
9301347,Brent Lee,brent.lee@gmail.com,515-939-8170,0.5,0.6222632381472287,Dropout
9302117,Amy Berry,amy.berry@gmail.com,180-179-6248,0.5,0.6217314857858425,Dropout
9304341,Joseph Gomez,joseph.gomez@gmail.com,695-888-1918,0.5,0.6214048061409972,Dropout
9303811,Billy Butler,billy.butler@gmail.com,312-610-8725,0.5,0.6193027094233654,Dropout
9300008,Christina Cervantes,christina.cervantes@gmail.com,598-253-8458,0.5,0.6180707017210875,Dropout
9302662,Mary Lewis,mary.lewis@gmail.com,936-199-9771,0.5,0.6167023062005936,Dropout
9300337,Eileen Lee,eileen.lee@gmail.com,394-128-9614,0.5,0.6148041954003163,Dropout
9300492,Sierra Shaffer,sierra.shaffer@gmail.com,808-104-1509,0.5,0.6119259750788792,Dropout
9300437,Carmen Adams,carmen.adams@gmail.com,456-951-4877,0.5,0.6113359680605294,Dropout
9300119,Kristen Mitchell,kristen.mitchell@gmail.com,294-487-4631,0.5,0.610032063655592,Dropout
9300025,Ronald Gilmore,ronald.gilmore@gmail.com,153-122-1107,0.5,0.6071288245748709,Dropout
9302404,Marcus Chen,marcus.chen@gmail.com,249-620-7286,0.5,0.6067250754209763,Dropout
9301571,Katie Williams,katie.williams@gmail.com,355-483-6713,0.5,0.6064960210812571,Dropout
9302051,Sheila Clark,sheila.clark@gmail.com,848-321-3297,0.5,0.6060604846180192,Dropout
9300809,Tyler Moore,tyler.moore@gmail.com,214-925-6402,0.5,0.6053564385221947,Dropout
9301682,Amy Cooley,amy.cooley@gmail.com,708-096-6098,0.5,0.6053101338020377,Dropout
9301091,Jennifer Myers,jennifer.myers@gmail.com,761-056-7380,0.5,0.6041769203299461,Dropout
9304023,Nathan Guerra,nathan.guerra@gmail.com,576-714-2923,0.5,0.6038979003239737,Dropout
9303152,Kelly Miller,kelly.miller@gmail.com,613-416-0287,0.5,0.6024085602058155,Dropout
9300717,Ashley Shields,ashley.shields@gmail.com,628-247-7381,0.5,0.6009507224464358,Dropout
9301681,Jesse Perez,jesse.perez@gmail.com,152-234-7126,0.5,0.6007465993342991,Dropout
9303917,Elizabeth Sanders,elizabeth.sanders@gmail.com,543-217-9769,0.5,0.6003193947340077,Dropout
9300622,Nicole Hansen,nicole.hansen@gmail.com,274-523-3204,0.5,0.599311999991108,Dropout
9303413,Julie Spencer,julie.spencer@gmail.com,312-600-2810,0.5,0.5978817123771623,Dropout
9302843,Ashley Carson,ashley.carson@gmail.com,436-603-2699,0.5,0.5958013285174333,Dropout
9300443,Jose Baker,jose.baker@gmail.com,448-461-1331,0.5,0.5933472320834349,Dropout
9301628,Kevin Gonzalez,kevin.gonzalez@gmail.com,100-004-7952,0.5,0.5928957884623349,Dropout
9302826,Seth Holloway,seth.holloway@gmail.com,171-590-4064,0.5,0.5924584621645334,Dropout
9304267,Tammy Patel,tammy.patel@gmail.com,290-320-7002,0.5,0.5923343696144805,Dropout
9300775,Lisa Richardson,lisa.richardson@gmail.com,795-657-6521,0.5,0.5859747881936066,Dropout
9300968,Tom Morgan,tom.morgan@gmail.com,984-162-6281,0.5,0.5833247954332723,Dropout
9302365,Bethany Brown,bethany.brown@gmail.com,845-725-8728,0.5,0.5823342992805907,Dropout
9303721,Paula Garrett,paula.garrett@gmail.com,643-840-4416,0.5,0.5800239667214975,Dropout
9304108,Paula Barnes,paula.barnes@gmail.com,968-507-6221,0.5,0.5786355163467513,Dropout
9300391,Harold Rogers,harold.rogers@gmail.com,559-913-7869,0.5,0.5768506408064018,Dropout
9301114,Paula Miller,paula.miller@gmail.com,465-458-6754,0.5,0.574153262773059,Dropout
9303478,Stephanie Acevedo,stephanie.acevedo@gmail.com,819-319-2730,0.5,0.5740978220070971,Dropout
9300989,Nicole King,nicole.king@gmail.com,100-348-6164,0.5,0.5718175197675104,Dropout
9304367,Robin Hayes,robin.hayes@gmail.com,936-934-9057,0.5,0.5708774116509248,Dropout
9301502,Megan Carter,megan.carter@gmail.com,588-808-5526,0.5,0.570528022115742,Dropout
9302530,Katherine Nguyen,katherine.nguyen@gmail.com,930-854-6951,0.5,0.570025167520858,Dropout
9303740,Victoria Hernandez,victoria.hernandez@gmail.com,119-362-8179,0.5,0.5698697637606395,Dropout
9303969,Donald Wright,donald.wright@gmail.com,905-471-5887,0.5,0.5685844693299945,Dropout
9300737,Jennifer Rose,jennifer.rose@gmail.com,331-228-6623,0.5,0.5673486638877854,Dropout
9303258,Kimberly Potts,kimberly.potts@gmail.com,912-579-5608,0.5,0.5642517860805906,Dropout
9302671,John Small,john.small@gmail.com,643-876-0076,0.5,0.5584835679630179,Dropout
9303002,Gabrielle Russo,gabrielle.russo@gmail.com,422-810-1707,0.5,0.5558801853578649,Dropout
